idstd,id,a4a,a6a,a2,a4b,a0,a3a,a6c,a6b,a14d,a14m,a14y,a14h,a14min,a1,a12,a1a,a1c,a7,a7a,a7b,a11,a7c,a9,a20y,a20m,a20d,b1,b1x,ITAb1,ITAb1x,b3,b2a,b2b,b2c,b2d,b4,BMb1,BMb3,BMb4,BMb5,BMb6,BMb8a,BMb8b,BMb8c,BMb8d,b5,b6,b6a,b6b,b7,b7a,b8,b8x,c3,c5,c6,c7,c8a,c10,c11,c12,c15,c22b,c30a,d1a1a,d1a1x,d1a3,d2,d2x,n3,BMd1a,d3a,d3b,d3c,d10,d11,d12a,d12b,d30a,d30b,e1,e2b,e6,e11,e30,h1,h3x,h4x,h5,h6x,h7x,BMh1,BMh2,BMh3,f1,f2,BMt1,BMt2,BMt3,BMt4,BMt5,g30a,k1c,k2c,k3a,k3bc,k3e,k3f,BMk3a,BMk3b,BMk3hd,BMk2,k4,BMk5,BMk6,k6,k7,k8,BMk7,k9,k10,k11,BMk9,BMk9x,k15d,k16,k17,k21,k30,h7a,j2,j3,BMj1a,BMj1b,BMj1c,BMj1_impartial_pos,BMj1_transparent_pos,BMj1_voice_pos,j6a,j7a,j10,j13,BMj3a,BMj3b,BMj3c,BMj3_parliament_pos,BMj3_natgov_pos,BMj3_locgov_pos,j30a,j30b,j30c,j30e,j30f,h30,BMj4a,BMj4b,BMj4c,BMj5,BMj5x,l1,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l6,l10,l30a,l30b,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,n2a,n2e,n2b,n2f,n2i,n2p,n2e1,n7a,BMGa22,BMGa23,a15d,a15m,a15y,a15h,a15min,gdpr1a,a15a1a,a15a1ax,a15a2a,a15a3,a15a1bx,a15a2b,a15b3,a15a1cx,a15a2c,a15c3,a16,a17,a18,a19h,a19m,BMGa14gd,BMGa14gm,BMGa14gy,BMGa14gh,BMGa14gmin,BMGa1,BMGa2,BMGa3,BMGa4,BMGb1,BMGb2,BMGc1,BMGc2,BMGc3,BMGc4,BMGc7,BMGc8,BMGc11,BMGc12,BMGc16,BMGc17,BMGc18,BMGc19,BMGc20,BMGc23a,BMGc23b,BMGc23c,BMGc23d,BMGc23e,BMGc23f,BMGc23g,BMGc23h,BMGc23i,BMGc23j,BMGc24,BMGc25,BMGc26,BMGc27,BMGc27x,BMGc28,BMGc29,BMGd6,BMGd7,BMGd8,BMGe1,BMGe2,BMGe2u,BMGe2x,BMGe3,BMGe3u,BMGe3x,BMGe4,BMGe5,BMGe6,BMGe7,BMGa15gd,BMGa15gm,BMGa15gy,BMGa15gh,BMGa15gmin,BMGa15a1dx,BMGa12,a13,a3b,a3c,a3,d1a2,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
659191,12208,3,3,1,25,1,1,130,3,27,6,2019,12,1,159,26,1,1,2,,,,,,2018,12,31,4,,42,,55,100,0,0,0,2,100,1,1,2,2,,,,,2003,50,1,2003,20,2,1,"Uni En Iso 9001, Uni En Iso 14001, Ohsas 18001",2,,2,,,1,25.0,2,2.0,1,0,1,"Manufacturing Of Industrial Rubber Gaskets For Water, Gas And Air",80,18000000,Eighteen Million,15000000,1,70,0,30,0,15.0,0,100,1,1,2,10.0,2,2,-7,2,,,2,,,2,1,2,100.0,168.0,2.0,1.0,2.0,1.0,1.0,-7,0,0,100,0,0,0,0,0,0,-7,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,1,-7,2,10,1,1,3,3,1,3,2,2,0.0,2,2,-7,-7,-7,1,2,3,3,2,1,2,0,0,2,0,1,1,,130,125,90.0,40.0,40.0,30.0,20.0,50.0,30.0,,0,2,1,2,3,7,15,8,9,10,6,3,13,14,1,11,4,12,5,2,4700000,7000000.0,24000,100000,,12000000.0,6000000.0,1500000.0,1,1,27,6,2019,12,38,1,1.0,,16.0,1.0,,,,,,,2,4,1,,,27,6,2019,12,30,2,2,,2,2,2,2,,,2.0,1,1.0,1,2.0,1,3.0,1,1.0,2.0,1,2,2,2,2,1,2,2,1,2,6.0,2,,1.0,,,,2,2,,280000,53000,2.0,,0.0,,,0,2,1000,2.0,27,6,2019,12,34,,26,4,2,2,4,2519,1,3,3,0,22.4,22.4,22.4,15
659192,12218,3,3,1,29,1,1,280,3,15,3,2019,18,51,159,26,1,1,1,16.0,1.0,1.0,1.0,,2018,12,31,4,,43,,25,25,75,0,0,1,10,2,1,2,2,,,,,1955,50,1,1955,30,2,1,"Iso 9001, Iso 14001, Iso 5001, Ohsas 18001",1,2.0,2,,,2,,2,2.0,1,0,1,Construction Of Elevators And Production Of Elevators Components,70,196000000,One Hundred Ninety Six Million,-9,3,70,15,15,0,0.0,30,70,0,0,2,10.0,1,2,2,2,,,2,,,2,2,2,95.0,40.0,3.0,1.0,2.0,1.0,1.0,0,50,50,100,0,0,0,0,0,0,-9,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,1,1,2,10,2,-7,-7,-7,1,2,3,2,0.0,2,2,1,1,1,1,3,2,3,3,2,3,2,1,2,2,2,1,,280,280,180.0,100.0,120.0,60.0,0.0,12.0,25.0,,280,1,1,2,13,9,4,12,7,10,3,6,11,5,13,14,15,1,8,2,8000000,200000.0,-9,-9,,100000000.0,2000000.0,-9.0,1,1,15,3,2019,20,37,1,2.0,,10.0,1.0,,,,,,,2,3,1,,,15,3,2019,20,28,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,1.0,,,,2,2,,-9,-9,,,0.0,,,0,2,-9,,15,3,2019,20,33,,26,4,2,2,4,2915,1,3,3,0,22.4,22.4,22.4,15
659193,12257,3,3,1,29,1,1,360,3,30,4,2019,17,2,159,26,1,1,2,,,,,,2018,12,31,4,,43,,70,70,30,0,0,2,70,1,1,2,1,2.0,2.0,2.0,2.0,1981,250,1,1981,50,2,1,"Ohsas 18001:2007, Iso 14001:2015, Iatf16949:2016",2,,2,,,1,60.0,2,-7.0,1,0,1,Production Of High Precision Components For Road Engines,70,100000000,One Hundred Million,81000000,1,40,0,60,0,0.0,50,50,0,0,3,-4.0,2,2,0,2,,,2,,,2,2,2,95.0,40.0,2.0,1.0,2.0,1.0,1.0,0,50,50,50,0,0,50,0,0,0,30,2,2,2,2,1,2,1.0,,,,,,2,2,1.0,1,0,2,10,2,-7,-7,-7,3,2,1,2,0.0,2,2,-7,-7,-7,3,2,1,2,2,1,2,2,0,0,0,0,5,,360,360,300.0,60.0,150.0,100.0,50.0,50.0,30.0,,0,2,0,0,13,4,5,7,6,10,11,14,2,13,1,15,8,9,12,3,13000000,40000000.0,25000,20000,,70000000.0,32000000.0,30000000.0,1,1,30,4,2019,18,18,1,2.0,,38.0,1.0,,,,,,,2,4,1,,,30,4,2019,18,13,2,2,,2,2,2,1,1.0,1.0,2.0,2,,1,2.0,1,3.0,2,,2.0,1,2,1,1,2,1,2,1,1,1,9.0,2,,1.0,,,,2,1,1.0,150000,12000,2.0,,0.0,,,0,2,-9,,30,4,2019,18,18,,26,4,2,2,4,2913,1,3,3,0,22.4,22.4,22.4,15
659194,12268,3,3,1,29,1,1,250,3,28,6,2019,15,30,159,26,1,1,1,2.0,1.0,1.0,1.0,,2018,12,31,4,,43,,100,100,0,0,0,2,100,1,1,2,1,2.0,2.0,2.0,2.0,1971,25,1,1971,60,2,1,Iso 9001:2008,2,,2,,,1,0.0,2,2.0,1,0,1,"Design, Installation And Maintenance Of Hydraulic Lifts",80,30500000,Thirty Million Five Hundred Thousand,30900000,3,30,0,70,0,5.0,50,50,0,0,3,5.0,2,2,-7,2,,,2,,,2,2,2,100.0,96.0,1.0,1.0,1.0,1.0,1.0,0,0,0,100,0,0,0,0,0,0,-7,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,1,0,3,10,1,4,3,-7,1,3,2,2,0.0,2,2,-7,-7,-7,1,3,2,1,2,1,1,0,1,0,0,0,5,,250,250,200.0,50.0,30.0,90.0,80.0,60.0,30.0,,0,1,0,1,15,10,6,8,9,15,5,2,11,1,12,13,3,7,4,14,10000000,9000000.0,60000,200000,,27000000.0,1000000.0,5000000.0,1,1,28,6,2019,15,59,1,2.0,,48.0,1.0,,,,,,,2,3,1,,,28,6,2019,15,56,2,2,,2,2,2,1,2.0,1.0,2.0,2,,2,2.0,1,3.0,2,,2.0,1,1,1,2,2,2,2,2,1,2,2.0,1,1.0,,,1.0,1.0,2,1,1.0,700000,1000000,2.0,,0.0,,,0,2,700000,,28,6,2019,16,10,,26,4,2,2,4,2915,1,3,3,0,22.4,22.4,22.4,15
659195,12269,3,3,1,29,1,1,200,3,9,4,2019,17,32,159,26,1,1,1,3.0,1.0,1.0,1.0,,2018,12,31,4,,43,,51,100,0,0,0,2,100,1,1,2,1,3.0,3.0,3.0,3.0,1956,15,1,1956,30,2,1,Iso/Ts 16949,2,,2,,,2,,2,2.0,1,0,1,Turnkey Solutions For Material Handling And Automatic Warehouse,100,100000000,One Hundred Million,90000000,1,100,0,0,0,0.0,100,0,2,1,2,-4.0,2,2,0,2,,,2,,,2,1,2,80.0,120.0,5.0,1.0,2.0,2.0,2.0,0,0,0,100,0,0,0,0,0,0,100,1,2,2,1,1,1,,1.0,2018.0,500000.0,2.0,,2,1,,1,1,3,10,1,4,4,4,3,2,1,2,0.0,2,2,0,0,0,1,2,3,0,1,0,0,0,1,0,1,0,1,,150,150,90.0,60.0,60.0,30.0,0.0,20.0,20.0,,60,1,1,1,15,14,11,8,10,6,13,5,12,1,9,3,7,15,2,4,5000000,3000000.0,100000,60000,,12000000.0,3000000.0,4000000.0,1,1,9,4,2019,18,36,2,,,,,,,,,,,1,2,1,,,9,4,2019,18,30,1,1,1.0,2,2,2,1,2.0,1.0,1.0,2,,1,2.0,1,3.0,1,3.0,1.0,1,1,1,1,1,1,1,1,2,1,3.0,1,1.0,,,1.0,2.0,2,1,1.0,15000,10000,2.0,,-9.0,,,-9,2,300,,9,4,2019,18,35,,26,4,2,2,4,2915,1,3,3,0,22.4,22.4,22.4,15
659196,12296,3,3,1,29,1,1,235,3,2,7,2019,15,15,159,26,1,1,2,,,,,,2018,12,31,4,,42,,100,100,0,0,0,2,100,1,1,2,1,2.0,2.0,2.0,2.0,1990,120,1,1990,30,2,1,"Uni En Iso9001:2015, Uni En Iso 3834-2:2006",2,,2,,,1,15.0,2,-7.0,1,1,1,"Manufacturing Of Overhead Cranes, Lifting And Transport Systems",80,15000000,Fifteen Million,12000000,3,70,30,0,0,0.0,100,0,0,2,2,20.0,2,2,0,2,,,2,,,2,2,2,100.0,96.0,2.0,1.0,2.0,1.0,1.0,-7,0,0,100,0,0,0,0,0,0,-7,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,2,0,3,15,2,-7,-7,-7,1,2,3,2,0.0,2,2,-7,-7,-7,1,3,2,1,2,3,1,0,0,1,1,2,1,,235,235,185.0,50.0,30.0,100.0,55.0,68.0,42.0,,0,2,2,1,3,14,6,8,15,12,13,10,9,2,4,3,1,5,7,11,8500000,4500000.0,84000,250000,,13500000.0,3600000.0,2000000.0,1,1,2,7,2019,15,51,1,2.0,,29.0,1.0,,,,,,,1,2,1,,,2,7,2019,15,47,2,2,,2,2,2,2,,,2.0,1,1.0,1,2.0,1,3.0,1,2.0,2.0,1,1,2,2,2,2,2,2,1,2,1.0,1,2.0,,,2.0,,2,2,,95000,130000,2.0,,0.0,,,0,2,750000,2.0,2,7,2019,15,50,,26,4,2,2,4,2915,1,3,3,0,22.4,22.4,22.4,15
659197,12297,3,3,1,29,1,1,120,3,27,5,2019,11,25,159,26,1,1,2,,,,,,2018,12,31,4,,42,,20,20,80,0,0,2,0,1,1,2,2,,,,,1994,50,1,1994,25,2,1,Iso 9000:2008,2,,2,,,1,15.0,2,-7.0,1,1,1,Creation Of Industrial Robots,90,130000000,One Hundred Thirty Million,100000000,1,30,0,70,0,5.0,50,50,1,2,3,10.0,1,2,-7,2,,,2,,,1,1,1,95.0,72.0,2.0,1.0,2.0,1.0,1.0,0,0,0,100,0,0,0,0,0,0,100,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,2,1,2,15,2,-7,-7,-7,3,2,1,2,0.0,2,2,0,0,0,1,3,2,2,2,2,2,0,1,2,1,0,3,,120,110,90.0,30.0,20.0,40.0,30.0,30.0,20.0,,0,1,0,0,11,13,4,1,10,6,2,14,11,9,15,8,12,7,5,3,5000000,48000000.0,20000,0,,100000000.0,40000000.0,2000000.0,1,1,27,5,2019,12,17,2,,,,,,,,,,,3,3,1,,,27,5,2019,12,13,2,2,,2,2,2,1,1.0,1.0,2.0,2,,2,2.0,1,3.0,2,,2.0,1,1,2,1,2,2,2,2,2,2,4.0,2,,1.0,,,,2,2,,400000,0,,,0.0,,,0,2,-9,,27,5,2019,12,16,,26,4,2,2,4,2929,1,3,3,0,22.4,22.4,22.4,15
659198,12309,3,3,1,29,1,1,120,3,8,4,2019,14,26,159,30,1,1,2,,,,,,2018,12,31,4,,43,,100,100,0,0,0,1,100,1,1,2,1,3.0,3.0,4.0,4.0,1964,6,1,1964,19,2,1,Iso 14000,2,,2,,,2,,2,2.0,1,0,1,"Production Of Bottling Machines, Wire Hooders And Capping Machines",90,80000000,Eighty Million,70000000,1,20,0,80,0,0.0,100,0,0,2,3,4.0,2,2,0,2,,,2,,,2,1,2,100.0,40.0,5.0,2.0,5.0,1.0,1.0,0,100,100,80,20,0,0,0,0,0,80,1,2,1,1,1,1,,1.0,2017.0,15000000.0,2.0,,2,2,1.0,1,0,3,10,2,3,3,1,3,1,2,2,0.0,2,2,0,0,0,3,1,2,4,4,4,2,2,1,4,4,4,1,,120,115,80.0,40.0,10.0,25.0,45.0,8.0,8.0,,0,1,4,1,13,8,11,9,3,1,5,2,15,10,12,4,6,14,13,7,5400000,6130000.0,55000,55000,,40000000.0,6000000.0,-9.0,1,1,8,4,2019,15,20,1,6.0,,20.0,1.0,,,,,,,1,1,1,,,8,4,2019,15,12,2,2,,1,2,2,1,1.0,1.0,1.0,1,1.0,1,2.0,1,3.0,1,3.0,2.0,2,1,1,1,1,1,1,1,1,1,3.0,1,1.0,,,2.0,,2,2,,-9,40000,2.0,,45000.0,4.0,,-9,1,-9,1.0,8,4,2019,15,18,,30,4,2,2,4,2929,1,3,3,0,22.4,22.4,22.4,15
659199,12333,3,3,1,29,1,1,280,3,28,6,2019,17,52,159,26,1,1,2,,,,,,2018,12,31,4,,43,,51,15,85,0,0,2,0,1,1,2,2,,,,,2003,200,1,2003,20,2,1,"Iso 9001, Iso 14001, Ohsas 18001",2,,2,,,1,5.0,2,-7.0,1,0,1,Production Of Cabins And Doors For Lifts And Escalators,60,83580000,Eighty Three Million Five Hundred Eighty Thousand,79240000,3,40,0,60,0,0.0,40,60,3,2,3,10.0,2,2,0,2,,,2,,,2,1,2,100.0,168.0,1.0,1.0,1.0,1.0,1.0,0,30,60,100,0,0,0,0,0,0,35,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,1,0,2,20,1,3,3,3,1,3,2,2,0.0,2,2,-7,-7,-7,1,2,3,2,1,1,2,0,0,1,0,0,1,,280,280,210.0,70.0,50.0,70.0,90.0,87.0,33.0,,0,1,0,2,3,1,4,12,11,10,7,9,2,14,5,3,15,8,6,13,13000000,8000000.0,60000,300000,,23360000.0,85600000.0,8000000.0,1,1,28,6,2019,18,23,1,2.0,,16.0,1.0,,,,,,,2,4,1,,,28,6,2019,18,18,1,1,2.0,1,2,2,1,1.0,1.0,1.0,1,1.0,1,1.0,1,3.0,1,2.0,2.0,1,1,2,1,2,1,1,2,1,2,6.0,1,2.0,,,2.0,,2,1,1.0,700000,300000,2.0,,0.0,,,0,2,800000,1.0,28,6,2019,18,23,,26,4,2,2,4,2915,1,3,3,0,22.4,22.4,22.4,15
659200,12336,3,3,1,29,1,1,120,3,2,7,2019,10,46,159,26,1,1,2,,,,,,2018,12,31,4,,43,,100,100,0,0,0,2,100,1,1,2,1,2.0,1.0,3.0,2.0,1962,12,1,1962,55,2,1,Iso 9001:2015,2,,2,,,1,0.0,2,-7.0,1,0,1,Manufacturing Of Stone Processing Machinery,90,55000000,Fifty-Five Million,35000000,1,50,0,50,0,5.0,50,50,3,2,3,15.0,2,2,1,2,,,2,,,2,2,2,100.0,96.0,1.0,1.0,2.0,1.0,1.0,1,0,0,100,0,0,0,0,0,0,45,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,1,2,3,10,1,3,3,3,2,1,3,2,0.0,2,2,-7,-7,-7,1,3,2,2,1,1,2,2,2,1,2,1,1,,120,120,80.0,40.0,20.0,45.0,15.0,48.0,25.0,,0,2,2,1,15,5,9,1,15,2,8,10,12,6,11,7,4,14,3,13,5000000,16500000.0,45000,300000,,45000000.0,14000000.0,50000000.0,1,1,2,7,2019,11,45,1,2.0,,25.0,1.0,,,,,,,2,4,1,,,2,7,2019,11,40,2,2,,2,2,2,2,,,2.0,2,,1,1.0,1,1.0,1,2.0,2.0,2,2,1,2,2,2,2,2,1,2,9.0,1,1.0,,,1.0,2.0,2,2,,500000,260000,2.0,,0.0,,,0,2,720000,,2,7,2019,11,44,,26,4,2,2,4,2922,1,3,3,0,22.4,22.4,22.4,15
659201,12342,3,3,1,29,1,1,650,3,31,5,2019,10,41,159,26,1,1,1,9.0,1.0,1.0,1.0,,2018,12,31,4,,43,,100,100,0,0,0,2,0,1,1,2,2,,,,,1950,100,1,1950,30,2,1,"Iso 9001-2015, Ohsas 18001:2007, Iso 45001:2018, Iso 9001:2015, Iso 50001:2001",2,,2,,,1,25.0,2,2.0,1,1,1,"Heat Exchangers, Separators, And Components For Fluid Handling Such As Tank Equipment, Mixing Components And Pumps",80,183000000,One Hundred Eighty Three Million,156000000,1,50,0,50,0,5.0,30,70,2,1,2,10.0,2,2,0,2,,,2,,,2,2,2,100.0,40.0,2.0,1.0,2.0,1.0,1.0,0,50,50,50,0,0,50,0,0,0,-7,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,1,0,3,5,2,-7,-7,-7,3,2,1,2,0.0,2,2,-7,-7,-7,1,2,3,2,2,1,2,0,0,0,0,0,5,,650,600,500.0,150.0,100.0,300.0,100.0,200.0,100.0,,20,1,0,0,13,6,15,8,9,1,4,13,7,3,10,11,2,14,5,12,25000000,70000000.0,24000,30000,,140000000.0,70000000.0,10000000.0,1,1,31,5,2019,11,26,1,2.0,,30.0,1.0,,,,,,,2,4,1,,,31,5,2019,11,21,1,2,,2,2,2,1,1.0,1.0,2.0,1,1.0,1,2.0,1,3.0,2,,2.0,1,1,1,1,2,2,2,2,1,2,4.0,1,2.0,,,2.0,,2,2,,500000,20000,2.0,,0.0,,,0,2,1000,2.0,31,5,2019,11,25,,26,4,2,2,3,2912,1,3,3,0,22.4,22.4,22.4,15
659202,12349,3,3,1,29,1,1,300,3,17,4,2019,18,35,159,56,1,1,2,,,,,,2018,12,31,4,,43,,51,0,100,0,0,2,0,1,1,2,1,3.0,3.0,3.0,3.0,1934,50,1,1934,30,2,1,Iso 9001,1,2.0,2,,,1,40.0,2,2.0,1,1,1,Production Of Components For Precision Steel Balls,100,60000000,Sixty Million,50000000,1,50,0,50,0,0.0,50,50,3,3,3,-4.0,1,2,0,2,,,2,,,2,2,2,90.0,120.0,2.0,1.0,1.0,2.0,2.0,0,0,0,100,0,0,0,0,0,0,100,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,2,2,4,15,1,4,4,4,1,3,2,2,0.0,1,2,0,0,0,3,1,2,1,2,1,1,0,1,2,1,2,1,,300,300,240.0,60.0,100.0,80.0,60.0,30.0,20.0,,0,1,2,2,15,15,6,2,12,4,3,7,13,14,10,5,9,11,1,8,7000000,6000000.0,70000,70000,,16000000.0,6000000.0,-9.0,1,1,17,4,2019,19,20,2,,,,,,,,,,,2,3,1,,,17,4,2019,19,1,1,1,2.0,1,2,2,1,3.0,1.0,2.0,2,,1,2.0,1,1.0,1,2.0,1.0,1,1,1,1,1,1,2,1,2,1,2.0,1,1.0,,,1.0,3.0,1,1,1.0,-9,-9,,,-9.0,,,-9,1,-9,,17,4,2019,19,5,,56,4,2,2,4,2929,1,3,3,0,22.4,22.4,22.4,15
659203,12361,3,3,4,28,1,4,51,2,12,4,2019,9,6,159,49,1,1,2,,,,,,2018,4,30,4,,42,,100,100,0,0,0,2,100,1,1,2,1,3.0,3.0,3.0,3.0,1970,51,1,1970,40,2,1,"Iso 9001, Iso 9000, Iso 14000",2,,2,,,1,100.0,2,2.0,1,0,1,Precision Mechanical Processing For Third Parties,100,6000000,Six Million,7000000,3,100,0,0,0,0.0,100,0,2,1,2,-9.0,2,2,0,1,New 3D Laser Turbo System For Cutting Pipes,Completely New,2,,,1,2,2,100.0,50.0,2.0,2.0,2.0,1.0,1.0,0,90,70,50,0,0,50,0,0,0,-7,1,1,1,1,1,2,1.0,,,,,,2,2,1.0,2,-7,-7,20,2,-7,-7,-7,1,3,2,2,1.0,2,2,3,2,1,3,2,1,4,4,4,4,4,4,3,2,4,6,,51,51,38.0,13.0,20.0,8.0,10.0,0.0,2.0,,51,2,2,2,14,14,9,15,10,1,3,8,7,6,13,2,12,5,11,4,152400,1500000.0,6000,12000,,3042000.0,1200000.0,800000.0,1,1,12,4,2019,9,48,2,,,,,,,,,,,1,2,1,,,12,4,2019,9,44,1,2,,1,2,2,1,1.0,2.0,1.0,1,1.0,2,2.0,1,3.0,1,3.0,2.0,1,2,1,1,1,1,1,1,1,1,3.0,1,2.0,,,1.0,2.0,2,2,,24000,8570,2.0,,0.0,,,0,2,1000,1.0,12,4,2019,9,48,,49,2,2,2,2,2892,4,3,3,0,6.0,6.0,6.0,69
659204,12365,3,3,4,29,1,4,120,3,18,4,2019,16,6,159,52,1,1,2,,,,,,2018,12,31,4,,42,,88,100,0,0,0,2,12,2,2,2,1,1.0,2.0,2.0,1.0,1974,120,1,1974,40,2,1,Iso 9001,2,,2,,,1,10.0,2,-7.0,1,3,1,Manufacturing Of Elevators,100,20000000,Twenty Million,15000000,3,100,0,0,-7,,0,100,2,0,2,-4.0,2,2,0,2,,,2,,,2,2,2,100.0,40.0,2.0,2.0,2.0,1.0,1.0,0,50,90,80,0,0,20,0,0,0,100,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,2,0,-7,10,2,-7,-7,-7,3,2,1,2,0.0,2,2,-7,-7,-7,1,2,3,0,1,1,0,0,0,1,1,0,6,,120,120,100.0,20.0,20.0,40.0,40.0,0.0,6.0,,0,2,2,1,8,6,12,14,2,4,13,3,11,1,9,8,10,5,7,15,5000000,8000000.0,800000,50000,,18000000.0,6000000.0,500000000.0,1,1,18,4,2019,16,43,1,2.0,,30.0,1.0,,,,,,,2,2,1,,,18,4,2019,16,38,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,1,2,2,2,2,2,2,2,,2,,4.0,,,,2,2,,500000,100000,2.0,,0.0,,,0,2,250000,,18,4,2019,16,42,,52,2,2,2,3,2915,4,3,3,0,6.0,6.0,6.0,69
659205,12366,3,3,4,29,1,4,560,3,25,7,2019,15,2,159,37,1,1,1,3.0,1.0,1.0,1.0,,2018,12,31,5,,7,,100,100,0,0,0,2,0,1,1,2,1,4.0,4.0,4.0,4.0,1975,5,1,1975,35,2,1,"Iqnet, Iso 9001, Iso 14001, Iso 45001, Iso 5001",2,,2,,,2,,2,2.0,1,2,1,Manufacturing Of Machinery To Produce Disposable Hygienic Products And Highly Automated Liquid Filling Integrated Systems,100,275150000,Two Hundred Seventy Five Million One Hundred Fifty Thousand,230000000,1,25,0,75,0,0.0,30,70,2,2,3,2.0,1,2,0,1,New Machine To Produce Diapers,This New Machine Has Excellent Performance Levels. It Is Good For The Environment And Our Costs Have Been Significantly Reduced,1,"We Have Replaced Glue, By Innovative Combinations Of Materials, When Producing Diapers. Our Energy Consumption Levels Have Also Decreased",Completely New,2,1,2,99.0,110.0,3.0,1.0,1.0,2.0,2.0,2,100,100,25,0,15,60,0,0,0,100,1,1,1,1,2,2,1.0,,,,,,2,2,1.0,1,2,3,5,2,3,3,3,3,2,1,2,,2,2,2,2,1,1,3,2,3,3,2,2,2,2,2,3,2,5,,560,555,450.0,110.0,100.0,150.0,200.0,55.0,35.0,,0,2,2,3,9,2,3,15,6,5,12,7,13,10,14,4,8,1,9,11,13000000,145000000.0,755000,95000,,222500000.0,220000000.0,18000000.0,1,1,25,7,2019,16,7,1,2.0,,30.0,1.0,,,,,,,2,2,1,,,25,7,2019,15,59,1,2,,1,2,2,1,4.0,2.0,1.0,1,1.0,1,2.0,1,3.0,1,3.0,2.0,1,1,1,1,1,1,1,1,1,2,9.0,1,1.0,,,2.0,,2,2,,650000,458000,2.0,,55000.0,4.0,,0,1,395000,1.0,25,7,2019,16,6,,37,2,2,2,4,2929,4,3,3,0,6.0,6.0,6.0,69
659206,12386,3,3,2,29,1,2,450,3,8,4,2019,15,45,159,55,1,1,1,9.0,1.0,1.0,1.0,,2018,12,31,4,,43,,45,60,40,0,0,1,45,1,1,2,1,3.0,3.0,3.0,3.0,1932,3,1,1932,30,2,1,Iso 14001:2004,2,,2,,,1,80.0,2,2.0,1,1,1,Manufacture Of Transmission And Gear Parts Through Mechanical Processing,50,319050000,Three Hundred Nineteen Million Fifty Thousand,325680000,1,20,10,70,0,0.0,30,70,1,2,3,3.0,2,2,0,2,,,2,,,1,1,1,95.0,68.0,3.0,3.0,4.0,2.0,2.0,1,49,55,40,30,10,10,0,10,0,70,1,1,2,1,1,1,,1.0,2017.0,550000.0,2.0,,2,1,,1,1,3,10,2,4,4,4,3,2,1,2,0.0,2,2,1,2,2,2,3,1,2,2,1,2,3,1,0,0,0,2,,450,450,370.0,80.0,50.0,120.0,200.0,25.0,25.0,,0,1,1,1,9,14,5,2,4,12,15,1,8,7,13,10,6,3,11,9,13500000,103560000.0,758000,152690,,165500000.0,101200000.0,3500000.0,1,1,8,4,2019,16,31,1,2.0,,30.0,1.0,,,,,,,2,2,1,,,8,4,2019,16,19,1,2,,2,2,2,1,2.0,1.0,1.0,1,1.0,1,2.0,1,3.0,1,3.0,2.0,1,1,1,1,1,1,1,1,1,2,2.0,1,1.0,,,1.0,2.0,2,2,,531000,325600,2.0,,31880.0,4.0,,0,1,120890,1.0,8,4,2019,16,30,,55,1,2,2,4,2913,2,3,3,0,26.642857,26.642857,26.642857,33
