idstd,id,a4a,a6a,a2,a4b,a0,a3a,a6c,a6b,a14d,a14m,a14y,a14h,a14min,a1,a12,a1a,a1c,a7,a7a,a7b,a11,a7c,a9,a20y,a20m,a20d,b1,b1x,ITAb1,ITAb1x,b3,b2a,b2b,b2c,b2d,b4,BMb1,BMb3,BMb4,BMb5,BMb6,BMb8a,BMb8b,BMb8c,BMb8d,b5,b6,b6a,b6b,b7,b7a,b8,b8x,c3,c5,c6,c7,c8a,c10,c11,c12,c15,c22b,c30a,d1a1a,d1a1x,d1a3,d2,d2x,n3,BMd1a,d3a,d3b,d3c,d10,d11,d12a,d12b,d30a,d30b,e1,e2b,e6,e11,e30,h1,h3x,h4x,h5,h6x,h7x,BMh1,BMh2,BMh3,f1,f2,BMt1,BMt2,BMt3,BMt4,BMt5,g30a,k1c,k2c,k3a,k3bc,k3e,k3f,BMk3a,BMk3b,BMk3hd,BMk2,k4,BMk5,BMk6,k6,k7,k8,BMk7,k9,k10,k11,BMk9,BMk9x,k15d,k16,k17,k21,k30,h7a,j2,j3,BMj1a,BMj1b,BMj1c,BMj1_impartial_pos,BMj1_transparent_pos,BMj1_voice_pos,j6a,j7a,j10,j13,BMj3a,BMj3b,BMj3c,BMj3_parliament_pos,BMj3_natgov_pos,BMj3_locgov_pos,j30a,j30b,j30c,j30e,j30f,h30,BMj4a,BMj4b,BMj4c,BMj5,BMj5x,l1,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l6,l10,l30a,l30b,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,n2a,n2e,n2b,n2f,n2i,n2p,n2e1,n7a,BMGa22,BMGa23,a15d,a15m,a15y,a15h,a15min,gdpr1a,a15a1a,a15a1ax,a15a2a,a15a3,a15a1bx,a15a2b,a15b3,a15a1cx,a15a2c,a15c3,a16,a17,a18,a19h,a19m,BMGa14gd,BMGa14gm,BMGa14gy,BMGa14gh,BMGa14gmin,BMGa1,BMGa2,BMGa3,BMGa4,BMGb1,BMGb2,BMGc1,BMGc2,BMGc3,BMGc4,BMGc7,BMGc8,BMGc11,BMGc12,BMGc16,BMGc17,BMGc18,BMGc19,BMGc20,BMGc23a,BMGc23b,BMGc23c,BMGc23d,BMGc23e,BMGc23f,BMGc23g,BMGc23h,BMGc23i,BMGc23j,BMGc24,BMGc25,BMGc26,BMGc27,BMGc27x,BMGc28,BMGc29,BMGd6,BMGd7,BMGd8,BMGe1,BMGe2,BMGe2u,BMGe2x,BMGe3,BMGe3u,BMGe3x,BMGe4,BMGe5,BMGe6,BMGe7,BMGa15gd,BMGa15gm,BMGa15gy,BMGa15gh,BMGa15gmin,BMGa15a1dx,BMGa12,a13,a3b,a3c,a3,d1a2,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
659207,12398,3,3,2,29,1,2,110,3,10,6,2019,10,48,159,55,1,1,1,3.0,1.0,1.0,1.0,,2018,12,31,5,,7,,30,100,0,0,0,1,100,1,1,2,1,4.0,4.0,3.0,4.0,1956,7,1,1956,20,1,1,Iso 9001:2015,2,,2,,,1,70.0,2,2.0,1,2,1,Machine Tools For Animal Feed,60,24000000,Twenty-Four Million,22000000,1,15,5,80,0,0.0,30,70,2,2,3,1.0,1,2,0,2,,,2,,,1,1,1,100.0,56.0,3.0,2.0,2.0,2.0,2.0,2,98,98,50,10,0,30,0,10,0,100,1,1,1,1,1,1,,1.0,2018.0,3000000.0,2.0,,2,1,,1,1,4,15,2,4,4,4,3,1,2,2,0.0,2,2,0,0,0,3,1,2,2,2,1,1,2,1,1,2,1,3,,110,100,80.0,30.0,30.0,30.0,20.0,20.0,20.0,,0,1,2,3,9,3,13,11,5,8,1,9,15,10,14,12,7,2,6,4,2300000,15000000.0,2200000,65000,,20000000.0,13500000.0,7000000.0,1,1,10,6,2019,11,33,1,2.0,,20.0,2.0,,,,,,,2,2,1,,,10,6,2019,11,27,1,2,,1,2,2,1,4.0,1.0,1.0,1,1.0,1,2.0,1,3.0,1,3.0,2.0,1,1,1,1,1,1,1,1,1,2,6.0,1,2.0,,,2.0,,2,2,,2500000,36500,2.0,,0.0,,,-9,1,8500,1.0,10,6,2019,11,33,,55,1,2,2,4,2925,2,3,3,0,26.642857,26.642857,26.642857,33
659208,12411,3,3,2,29,1,2,715,3,11,4,2019,13,51,159,55,1,1,1,3.0,1.0,1.0,1.0,,2018,12,31,4,,43,,70,100,0,0,0,2,100,1,1,2,1,3.0,4.0,4.0,3.0,1961,3,1,1961,30,2,1,"Iso 14001, Iso 9001",2,,2,,,1,80.0,2,2.0,1,0,1,Refrigeration And Ventilation Equipment For Non-Domestic Use,100,210000000,Two Hundred Ten Million,190000000,1,30,40,30,0,1.0,30,70,1,2,3,2.0,1,2,0,1,We Have New Heat Pump. It Produces Hot Water Up To A Temperature Of 80 Degrees,Higher Performance Than A Regular Heat Pump,2,,,1,1,1,99.0,70.0,3.0,3.0,4.0,2.0,2.0,1,70,70,55,15,15,15,0,0,0,100,1,1,1,1,1,1,,1.0,2017.0,550000.0,2.0,,2,1,,1,2,3,8,2,3,3,3,2,3,1,2,0.0,2,1,1,1,1,1,3,2,2,1,1,1,2,0,2,0,0,2,,715,680,550.0,165.0,200.0,350.0,0.0,95.0,100.0,,0,2,0,1,7,15,14,1,3,12,11,2,7,13,9,8,10,5,6,4,15500000,75000000.0,280000,110000,,98000000.0,55000000.0,1200000.0,1,1,11,4,2019,14,56,1,2.0,,30.0,1.0,,,,,,,2,2,1,,,11,4,2019,14,50,1,1,2.0,1,1,2,1,3.0,2.0,1.0,1,1.0,1,2.0,1,3.0,1,3.0,1.0,1,1,1,1,1,1,1,1,1,2,6.0,1,1.0,,,1.0,2.0,2,2,,450000,412000,2.0,,350.0,4.0,,0,1,2100,1.0,11,4,2019,14,56,,55,1,2,2,4,2919,2,3,3,0,26.642857,26.642857,26.642857,33
659209,12426,3,3,2,29,1,2,360,3,18,6,2019,14,4,159,55,1,1,1,9.0,1.0,1.0,1.0,,2018,12,31,5,,7,,60,100,0,0,0,1,100,1,1,2,1,4.0,4.0,4.0,3.0,1967,10,1,1967,25,2,1,"Uni En Iso 9001:2008, Iso/Ts 16949:2009, Iso 14001:2004",2,,2,,,1,80.0,2,2.0,1,1,1,"Manufacturing Of Components And High Precision Gears For Cars, Trucks, Industrial Plants, Robotics",50,64280000,Sixty-Four Million Two Hundred Eighty Thousand,55670000,1,50,10,40,0,0.0,35,65,2,2,3,2.0,1,2,0,2,,,2,,,2,2,1,100.0,82.0,3.0,3.0,4.0,2.0,2.0,1,99,99,55,15,0,30,0,0,0,100,1,1,1,1,1,1,,1.0,2017.0,700000.0,2.0,,2,2,1.0,1,2,4,10,2,4,4,4,2,3,1,2,0.0,2,2,0,0,0,3,1,2,2,1,1,1,1,1,2,0,1,2,,360,350,300.0,60.0,60.0,100.0,140.0,50.0,26.0,,0,1,1,2,14,14,15,3,11,5,12,8,1,4,13,10,9,6,7,2,6200000,33000000.0,850000,155000,,53000000.0,51000000.0,10000000.0,1,1,18,6,2019,15,24,1,-8.0,,25.0,1.0,,,,,,,2,2,1,,,18,6,2019,15,13,2,1,2.0,1,2,2,1,4.0,1.0,1.0,1,1.0,2,2.0,1,3.0,1,3.0,2.0,1,1,1,1,1,1,1,1,1,1,9.0,1,2.0,,,2.0,,2,2,,75000,221000,2.0,,85000.0,1.0,,0,1,3200,1.0,18,6,2019,15,22,,55,1,2,2,4,2913,2,3,3,0,26.642857,26.642857,26.642857,33
659210,12428,3,3,2,29,1,2,400,3,5,4,2019,14,59,159,27,1,1,1,3.0,1.0,1.0,1.0,,2018,12,31,5,,7,,80,20,80,0,0,2,20,1,1,2,1,3.0,-7.0,4.0,-7.0,1980,300,1,1980,35,2,1,Iso 9001,2,,2,,,1,50.0,2,2.0,1,0,1,Production Of Tanks And Carts,100,130000000,One Hundred Thirty Million,125000000,3,30,0,70,0,0.0,40,60,1,2,3,0.0,2,2,-7,2,,,2,,,2,2,2,98.0,80.0,-9.0,1.0,1.0,1.0,1.0,0,85,100,15,0,0,85,0,0,0,80,2,1,2,1,1,2,1.0,,,,,,2,2,1.0,1,0,1,15,2,-7,-7,-7,2,1,3,2,0.0,2,2,0,0,0,2,3,1,0,3,0,0,0,0,3,2,3,3,,400,400,250.0,150.0,50.0,50.0,150.0,50.0,70.0,,0,1,3,2,13,10,15,9,3,12,13,11,7,6,8,4,1,5,14,2,20000000,50000000.0,1000000,600000,,120000000.0,50000000.0,-9.0,1,1,5,4,2019,16,21,1,8.0,,25.0,1.0,,,,,,,2,3,1,,,5,4,2019,15,25,2,2,,2,2,2,1,3.0,1.0,2.0,1,1.0,2,2.0,1,3.0,1,3.0,2.0,1,1,1,1,1,1,2,1,1,1,2.0,1,1.0,,,2.0,,1,2,,200000,-9,,,-9.0,,,0,1,-9,1.0,5,4,2019,16,20,,27,1,2,2,4,2923,2,3,3,0,26.642857,26.642857,26.642857,33
659211,12465,3,3,2,29,1,2,120,3,17,4,2019,20,58,159,55,1,1,1,2.0,1.0,1.0,1.0,,2018,12,31,4,,43,,100,0,100,0,0,2,0,2,2,2,2,,,,,2000,50,1,2000,30,2,1,Iso 9001,2,,2,,,1,10.0,2,-7.0,1,3,1,Manufacturing Of Components For Elevators,80,75000000,Seventy-Five Million,70000000,3,100,0,0,0,0.0,0,100,3,1,2,15.0,2,2,0,2,,,2,,,2,2,2,100.0,40.0,2.0,2.0,2.0,1.0,1.0,0,70,80,80,0,0,20,0,0,0,85,2,2,2,1,1,2,1.0,,,,,,2,2,7.0,1,0,3,10,1,3,3,3,1,2,3,2,0.0,2,2,-7,0,0,3,2,1,1,1,0,0,1,0,1,1,1,6,,120,120,100.0,20.0,20.0,40.0,40.0,0.0,10.0,,0,2,2,1,8,3,5,2,15,12,11,9,8,13,1,14,7,4,10,6,5000000,30000000.0,1500000,400000,,50000000.0,30000000.0,500000000.0,1,1,17,4,2019,21,47,1,8.0,,18.0,1.0,,,,,,,2,4,1,,,17,4,2019,21,30,2,1,1.0,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,1,1,2,2,2,2,2,2,2,3.0,2,,1.0,,,,2,2,,700000,600000,2.0,,-9.0,,,-9,2,100000,,17,4,2019,21,46,,55,1,2,2,4,2915,2,3,3,0,26.642857,26.642857,26.642857,33
659212,12477,3,3,2,36,1,2,193,3,10,4,2019,11,16,159,55,1,1,1,6.0,1.0,1.0,1.0,,2018,12,31,4,,43,,63,80,20,0,0,2,80,1,1,2,1,3.0,3.0,3.0,3.0,1966,5,1,1966,30,2,2,,2,,2,,,1,90.0,2,2.0,1,2,1,Funfair And Similar Equipment For Playgrounds (Indoors And Outdoors),100,65000000,Sixty-Five Million,60000000,1,5,5,90,1,1.0,30,70,1,2,3,2.0,2,2,0,2,,,2,,,1,1,1,95.0,58.0,3.0,2.0,3.0,2.0,2.0,1,40,60,50,30,0,20,0,0,0,70,1,1,1,1,1,1,,1.0,2018.0,500000.0,2.0,,2,2,1.0,1,1,4,10,2,3,3,3,3,1,2,2,0.0,2,2,0,0,0,3,1,2,1,1,0,2,1,0,0,0,0,3,,197,195,150.0,47.0,100.0,50.0,0.0,25.0,23.0,,0,2,1,2,7,1,14,2,9,11,6,5,13,4,12,7,3,15,8,10,11250000,4100000.0,235600,55600,,55000000.0,33000000.0,5600000.0,1,1,10,4,2019,12,4,1,2.0,,30.0,1.0,,,,,,,2,2,1,,,10,4,2019,11,57,1,1,2.0,1,1,2,1,2.0,2.0,1.0,2,,2,2.0,1,3.0,2,,2.0,1,1,1,1,1,1,1,1,1,2,3.0,1,1.0,,,2.0,,2,2,,452000,221000,2.0,,350.0,4.0,,0,1,150000,,10,4,2019,12,2,,55,1,2,2,4,3694,2,3,3,0,26.642857,26.642857,26.642857,33
659213,12517,3,3,2,29,1,2,150,3,12,4,2019,11,17,159,55,1,1,1,8.0,1.0,1.0,1.0,,2018,12,31,5,,5,,70,80,20,0,0,2,70,1,1,2,1,3.0,3.0,3.0,3.0,2011,20,1,2011,40,2,1,Iso 9001,2,,2,,,1,80.0,2,2.0,1,1,1,Manufacture Of Snowmaking Equipment And Related Components,60,52000000,Fifty-Two Million,29000000,1,30,20,50,0,1.0,40,60,1,1,3,2.0,1,2,0,1,New Low Energy Consumption Snow Cannons That Can Adapt To All Types Of Climate,They Are In Stainless Steel And The Lance Can Be Oriented In All Possible Directions,1,We Have A New Process That Allows Us To Save 80% Of Energy,Completely New,1,1,1,98.0,48.0,3.0,3.0,3.0,2.0,2.0,0,60,60,50,20,10,20,0,0,0,90,1,1,1,1,1,1,,1.0,2017.0,2000000.0,2.0,,2,1,,1,1,3,5,2,3,3,3,2,1,3,2,0.0,2,2,0,0,0,3,2,1,1,1,1,1,1,1,0,0,0,2,,110,100,70.0,40.0,20.0,50.0,0.0,20.0,18.0,,40,2,0,1,7,11,10,14,15,6,12,13,7,1,9,8,4,5,2,3,3600000,16890000.0,95000,35000,,21980000.0,11500000.0,2900000.0,1,1,12,4,2019,12,12,1,2.0,,7.0,1.0,,,,,,,2,2,1,,,12,4,2019,12,4,1,1,2.0,1,2,2,1,3.0,1.0,1.0,1,1.0,1,2.0,1,3.0,1,3.0,2.0,1,1,1,1,1,1,1,1,1,2,4.0,1,1.0,,,1.0,1.0,2,2,,358000,0,,,0.0,,,0,1,590,1.0,12,4,2019,12,8,,55,1,2,2,4,2929,2,3,3,0,26.642857,26.642857,26.642857,33
659214,12557,3,3,2,29,1,2,150,3,1,4,2019,14,50,159,55,1,1,2,,,,,,2018,12,31,-9,,-9,,100,100,0,0,0,2,100,1,1,2,1,3.0,3.0,4.0,4.0,1988,2,1,1988,50,2,1,Iso 9001,2,,2,,,1,88.0,2,2.0,1,1,1,"Manufacture Of Electro-Water Pumps, In Cast Iron Or Bronze",80,59260828,Fifty-Nine Million Two Hundred Sixty Thousand Eight Hundred Twenty-Eight,58660000,1,55,5,40,1,0.0,48,52,1,2,3,-4.0,2,2,0,2,,,2,,,2,1,1,99.0,88.0,3.0,3.0,2.0,2.0,2.0,2,60,70,50,35,10,2,0,0,3,100,2,2,1,1,1,1,,1.0,2015.0,400000.0,2.0,,2,2,1.0,1,2,2,5,2,2,2,2,3,2,1,2,0.0,2,2,0,1,0,2,3,1,2,1,2,2,2,2,2,0,0,6,,150,142,120.0,30.0,50.0,20.0,50.0,15.0,15.0,,0,2,2,1,14,6,12,10,4,13,5,15,2,9,3,14,7,11,8,1,4680000,13780000.0,90500,42580,,27890000.0,13690000.0,8800000.0,1,1,1,4,2019,16,32,1,2.0,,30.0,1.0,,,,,,,2,2,1,,,1,4,2019,16,7,1,2,,1,2,2,1,2.0,2.0,1.0,1,1.0,1,2.0,1,3.0,1,3.0,2.0,1,1,1,1,1,2,1,2,2,2,5.0,1,2.0,,,2.0,,2,2,,511000,355000,2.0,,0.0,,,0,1,3500,2.0,1,4,2019,16,27,,55,1,2,2,4,2912,2,3,3,0,26.642857,26.642857,26.642857,33
659215,12569,3,3,2,24,1,2,120,3,28,6,2019,14,51,159,27,1,1,2,,,,,,2018,12,31,5,,7,,40,100,0,0,0,2,0,1,1,2,1,1.0,1.0,4.0,2.0,2014,120,1,2014,25,2,1,Iso 9001,2,,2,,,1,10.0,2,2.0,1,0,1,Production Of Machinery For The Broom And Brush Industry,100,30000000,Thirty Million,31000000,3,100,0,0,0,-9.0,50,50,1,0,2,-9.0,2,-9,0,2,,,2,,,2,2,2,100.0,50.0,1.0,1.0,1.0,1.0,1.0,0,60,80,40,0,0,60,0,0,0,-7,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,1,0,2,5,2,-7,-7,-7,1,2,3,2,0.0,2,2,0,0,0,3,1,2,3,3,2,2,0,0,3,2,3,3,,120,120,90.0,30.0,0.0,30.0,60.0,40.0,20.0,,0,2,3,1,14,1,6,11,15,2,7,13,5,9,3,8,14,12,4,10,3000000,13000000.0,80000,80000,,28500000.0,-9.0,10000000.0,1,1,28,6,2019,15,21,1,2.0,,5.0,1.0,,,,,,,2,3,1,,,28,6,2019,15,18,2,2,,2,2,2,1,2.0,2.0,2.0,1,1.0,2,2.0,1,3.0,1,2.0,2.0,1,2,1,1,2,2,2,1,1,1,3.0,1,1.0,,,2.0,,-9,2,,70000,50000,2.0,,-9.0,,,-9,2,-9,1.0,28,6,2019,15,25,,27,1,2,2,4,2422,2,3,3,0,26.642857,26.642857,26.642857,33
659216,12588,3,3,2,33,1,2,510,3,16,4,2019,17,3,159,55,1,1,1,11.0,1.0,1.0,1.0,,2018,12,31,4,,43,,100,100,0,0,0,2,100,1,1,2,1,3.0,3.0,3.0,3.0,1938,2,1,1938,25,2,1,"Iso 14001, Iso 9001, Iso 3834",2,,2,,,1,80.0,2,2.0,1,1,1,Manufacturing Of Pressure Regulators,50,231770000,Two Hundred Thirty One Million Seven Hundred Seventy Thousand,192720000,1,30,10,60,0,0.0,50,50,1,2,3,3.0,1,2,0,1,"New Generation Of Smart Meters, Able To Make Consumption Data Available To Customers And Utilities In Real Time",Completely New,2,,,1,1,1,99.0,60.0,3.0,3.0,2.0,2.0,2.0,1,80,70,60,30,8,2,0,0,0,100,1,1,2,1,1,1,,1.0,2018.0,500000.0,2.0,,2,1,,1,1,3,10,2,3,4,3,2,3,1,2,0.0,2,2,0,0,0,1,3,2,1,2,1,1,1,0,1,0,0,2,,510,485,400.0,110.0,150.0,100.0,150.0,100.0,80.0,,0,1,1,1,8,7,11,10,6,14,8,2,9,12,13,15,1,3,4,5,11000000,90000000.0,350000,120000,,185000000.0,80000000.0,1500000.0,1,1,16,4,2019,17,46,1,2.0,,25.0,1.0,,,,,,,2,2,1,,,16,4,2019,17,40,1,1,2.0,1,1,2,1,3.0,1.0,1.0,1,1.0,1,2.0,1,3.0,1,3.0,2.0,1,1,1,1,1,1,1,1,1,2,4.0,1,1.0,,,1.0,2.0,2,2,,690000,-9,,,890.0,4.0,,0,1,1859,1.0,16,4,2019,17,45,,55,1,2,2,4,3312,2,3,3,0,26.642857,26.642857,26.642857,33
659217,12597,3,3,2,24,1,2,100,3,27,6,2019,14,34,159,27,1,1,2,,,,,,2018,12,31,5,,7,,70,100,0,0,0,2,0,2,1,2,1,2.0,1.0,4.0,2.0,1985,70,1,1985,55,2,1,"Iso 9001, Ohsas 18001",2,,2,,,1,30.0,2,2.0,1,0,1,Production Of Organic Paints,100,30000000,Thirty Million,30000000,3,100,0,0,0,2.0,60,40,2,-7,2,-9.0,2,-9,-9,2,,,2,,,2,2,2,98.0,60.0,1.0,1.0,2.0,1.0,1.0,-7,80,90,20,0,0,80,0,0,0,-7,2,1,2,1,1,2,1.0,,,,,,2,2,1.0,1,3,2,5,2,-7,-7,-7,1,3,2,2,0.0,2,2,-7,-7,-7,3,1,2,3,3,1,2,2,0,3,2,3,3,,100,100,60.0,40.0,30.0,20.0,10.0,20.0,20.0,,0,2,3,2,13,1,8,10,12,4,7,14,2,11,5,3,6,15,9,13,2500000,12000000.0,70000,-9,,28000000.0,-9.0,-9.0,1,1,27,6,2019,15,12,1,2.0,,34.0,1.0,,,,,,,2,3,1,,,27,6,2019,15,7,2,2,,2,2,2,1,3.0,2.0,2.0,1,1.0,1,2.0,1,3.0,1,2.0,2.0,1,2,2,1,2,2,1,1,1,1,4.0,1,1.0,,,2.0,,1,1,1.0,60000,-9,,,-9.0,,,-9,2,-9,1.0,27,6,2019,15,11,,27,1,2,2,2,2422,2,3,3,0,26.642857,26.642857,26.642857,33
659218,12604,3,3,2,16,1,2,300,3,24,7,2019,11,41,159,55,1,1,1,4.0,1.0,1.0,1.0,,2018,12,31,5,,7,,100,0,100,0,0,2,0,1,1,2,1,3.0,3.0,4.0,4.0,1989,20,1,1989,40,2,1,Iso 9001,2,,2,,,1,1.0,2,2.0,1,1,1,Manufacture Of Tobacco Leaves And Production Of Cigars,50,86000000,Eighty-Six Million,85000000,1,30,10,60,0,0.0,30,70,1,1,3,2.0,1,2,0,2,,,2,,,2,2,1,99.0,68.0,2.0,1.0,1.0,2.0,2.0,1,100,100,30,10,0,60,0,0,0,100,1,1,1,1,2,1,,1.0,2017.0,5000000.0,2.0,,2,2,1.0,2,1,3,5,2,4,4,4,3,1,2,2,0.0,2,2,1,1,1,2,1,3,2,2,2,1,3,1,1,1,1,2,,300,300,230.0,70.0,30.0,50.0,150.0,50.0,25.0,,0,2,1,2,13,15,12,8,6,7,2,14,11,5,1,3,10,4,13,9,9000000,55000000.0,700000,250000,,70000000.0,69000000.0,15000000.0,1,1,24,7,2019,12,27,1,2.0,,30.0,1.0,,,,,,,2,2,1,,,24,7,2019,12,18,2,2,,1,2,2,1,4.0,1.0,1.0,1,1.0,1,1.0,1,3.0,1,3.0,1.0,1,1,1,1,1,1,1,1,1,2,6.0,1,2.0,,,2.0,,2,2,,600000,200000,2.0,,1000.0,4.0,,0,1,189000,1.0,24,7,2019,12,27,,55,1,2,2,4,1600,2,3,3,0,26.642857,26.642857,26.642857,33
659219,12621,3,3,2,29,1,2,220,3,17,4,2019,12,15,159,55,1,1,1,10.0,1.0,1.0,1.0,,2018,12,31,4,,43,,30,60,40,0,0,2,30,1,1,2,2,,,,,1926,2,1,1926,50,2,1,"Iso 9001, Iso 14001",1,2.0,2,,,1,80.0,2,2.0,1,0,1,Manufacture Of Machining Centers And Milling Machines,60,102000000,One Hundred Two Million,80000000,1,20,10,70,0,0.0,20,80,2,2,3,2.0,1,2,0,1,A New Milling Machining Center,It Allows To Produce Complex Parts,1,A Continous Quality Control Is Realized During All Working Phases In Achieve High Standard,Every Single Process Undergoes Improvements In Terms Of Quality,1,2,1,99.0,56.0,3.0,4.0,2.0,2.0,1.0,1,65,70,50,20,10,0,0,20,0,80,1,1,1,1,1,1,,1.0,2018.0,350000.0,2.0,,2,2,1.0,1,1,4,10,2,4,4,4,3,2,1,2,0.0,2,2,0,0,0,3,2,1,1,1,1,1,2,0,0,0,0,2,,220,190,180.0,40.0,50.0,30.0,100.0,15.0,25.0,,0,1,0,0,14,13,10,11,5,7,15,8,14,6,3,2,12,9,1,4,5200000,30000000.0,323000,45000,,52000000.0,28000000.0,1250000.0,1,1,17,4,2019,12,53,1,2.0,,18.0,1.0,,,,,,,2,2,1,,,17,4,2019,12,48,1,2,,1,2,2,1,2.0,1.0,1.0,1,1.0,1,1.0,1,3.0,1,3.0,1.0,1,1,1,1,1,1,1,1,1,2,4.0,1,1.0,,,1.0,1.0,2,2,,452000,200000,1.0,,-9.0,,,0,1,590,1.0,17,4,2019,12,53,,55,1,2,2,4,2925,2,3,3,0,26.642857,26.642857,26.642857,33
659220,12670,3,3,3,29,1,3,200,3,26,3,2019,14,0,159,43,1,1,1,6.0,1.0,1.0,1.0,,2018,12,31,5,,7,,70,100,0,0,0,2,100,1,1,2,1,2.0,2.0,2.0,2.0,1974,-9,1,1974,45,2,1,"Iso 9001, Iso 14001, Ohsas 18001, Iatf 16949",2,,2,,,2,,2,2.0,1,1,1,Magnetic Laminations And Die-Cast Components,70,85000000,Eighty-Five Million,70000000,1,50,20,30,0,0.0,50,50,1,1,3,-9.0,2,2,1,2,,,2,,,1,1,1,70.0,60.0,2.0,2.0,2.0,1.0,1.0,0,40,40,70,30,0,0,0,0,0,100,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,1,0,1,30,2,-7,-7,-9,2,3,1,2,0.0,2,2,0,0,0,2,1,3,1,1,1,1,1,1,1,1,1,5,,200,200,150.0,50.0,150.0,0.0,0.0,40.0,15.0,,200,2,1,1,4,4,7,1,3,12,5,15,9,13,6,2,10,14,8,11,5000000,6000000.0,1000000,1000000,,30000000.0,7000000.0,30000000.0,1,1,26,3,2019,14,40,1,2.0,,45.0,1.0,,,,,,,2,3,1,,,26,3,2019,14,26,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,-9.0,,,,2,2,,800,-9,,,-9.0,,,-9,2,-9,,26,3,2019,14,28,,43,5,2,2,4,2919,3,3,3,0,8.142858,8.142858,8.142858,51
659221,12678,3,3,3,33,1,3,300,3,6,5,2019,17,31,159,18,1,1,2,,,,,,2018,12,31,4,,42,,100,100,0,0,0,1,100,2,2,2,2,,,,,1932,10,1,1932,50,2,1,Iso 9001,2,,2,,,2,,2,-7.0,1,4,1,Manufacturing Of Environmental Test Chambers And High Vacuum Chambers For Aerospace Applications,100,40000000,Forty Million,35000000,3,100,0,0,0,-7.0,0,100,3,0,2,15.0,2,2,0,2,,,2,,,1,2,2,100.0,40.0,2.0,2.0,2.0,1.0,1.0,0,70,100,60,30,0,10,0,0,0,100,2,1,2,1,1,1,,1.0,2015.0,-8.0,2.0,,2,2,3.0,2,0,1,0,2,-7,-7,-7,2,1,3,2,0.0,2,2,0,0,0,3,1,2,2,1,1,1,2,0,1,1,1,2,,300,300,250.0,50.0,30.0,20.0,200.0,5.0,10.0,,0,2,1,1,6,13,4,3,5,10,1,7,6,12,9,8,2,14,11,15,10000000,15000000.0,6000000,500000,,38000000.0,15000000.0,50000000.0,1,1,6,5,2019,18,0,1,2.0,,40.0,1.0,,,,,,,2,2,1,,,6,5,2019,17,57,2,2,,2,2,2,1,1.0,2.0,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,1.0,,,,2,2,,700000,500000,2.0,,-9.0,,,-9,2,400000,,6,5,2019,18,15,,18,5,2,2,4,3312,3,3,3,0,8.142858,8.142858,8.142858,51
659222,12686,3,3,3,29,1,3,250,3,9,4,2019,12,31,159,23,1,1,2,,,,,,2018,12,31,4,,43,,100,100,0,0,0,2,0,2,2,2,2,,,,,1985,10,1,1985,40,2,2,,2,,2,,,2,,2,-7.0,1,4,1,Robotics And Automation,100,70000000,Seventy Million,65000000,3,100,0,0,-7,,100,0,0,0,2,10.0,2,2,0,2,,,2,,,2,1,2,100.0,40.0,2.0,1.0,2.0,1.0,1.0,0,50,80,55,15,0,30,0,0,0,100,2,2,2,1,1,1,,1.0,2015.0,-8.0,2.0,,2,2,7.0,2,0,-7,10,2,-7,-7,-7,1,2,3,2,0.0,2,2,-9,-9,-9,3,1,2,1,1,1,0,-9,0,2,2,1,6,,250,230,200.0,50.0,150.0,50.0,0.0,50.0,50.0,,0,2,2,2,9,8,2,9,7,14,3,12,4,15,11,1,13,10,5,6,8000000,20000000.0,20000000,0,,65000000.0,20000000.0,-9.0,1,1,9,4,2019,13,30,1,2.0,,30.0,1.0,,,,,,,2,4,1,,,9,4,2019,13,22,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,5.0,,,,2,2,,15000000,0,,,0.0,,,0,2,1000,,9,4,2019,13,26,,23,5,2,2,4,2929,3,3,3,0,8.142858,8.142858,8.142858,51
